Unnamed: 0,DATETIMEDATA,PM25,WS,TEMP,RH,WD,stationID
361.0,2023-12-16 01:00:00,12.5,1,27.0,83.0,122.0,44t
362.0,2023-12-16 02:00:00,15.2,1,27.0,83.0,138.0,44t
363.0,2023-12-16 03:00:00,12.2,1,27.0,81.0,153.0,44t
364.0,2023-12-16 04:00:00,13.0,1,27.0,79.0,153.0,44t
365.0,2023-12-16 05:00:00,12.1,1,27.0,78.0,175.0,44t
366.0,2023-12-16 06:00:00,13.7,1,27.0,77.0,169.0,44t
367.0,2023-12-16 07:00:00,12.6,1,28.0,76.0,130.0,44t
368.0,2023-12-16 08:00:00,11.4,1,29.0,72.0,121.0,44t
369.0,2023-12-16 09:00:00,11.0,1,29.0,70.0,128.0,44t
370.0,2023-12-16 10:00:00,13.7,1,30.0,65.0,147.0,44t
371.0,2023-12-16 11:00:00,12.8,1,31.0,62.0,151.0,44t
372.0,2023-12-16 12:00:00,14.0,1,31.0,59.0,179.0,44t
373.0,2023-12-16 13:00:00,14.4,1,31.0,57.0,178.0,44t
374.0,2023-12-16 14:00:00,13.0,1,31.0,57.0,173.0,44t
375.0,2023-12-16 15:00:00,12.8,1,31.0,58.0,204.0,44t
376.0,2023-12-16 16:00:00,13.6,1,30.0,62.0,219.0,44t
377.0,2023-12-16 17:00:00,15.6,1,29.0,68.0,184.0,44t
378.0,2023-12-16 18:00:00,16.5,1,28.0,74.0,155.0,44t
379.0,2023-12-16 19:00:00,17.7,1,28.0,75.0,174.0,44t
380.0,2023-12-16 20:00:00,15.6,1,28.0,75.0,169.0,44t
381.0,2023-12-16 21:00:00,14.7,1,28.0,75.0,191.0,44t
382.0,2023-12-16 22:00:00,16.3,1,28.0,75.0,140.0,44t
383.0,2023-12-16 23:00:00,15.1,1,28.0,76.0,160.0,44t
384.0,2023-12-17 00:00:00,14.1,1,27.0,79.0,124.0,44t
385.0,2023-12-17 01:00:00,14.3,1,27.0,80.0,118.0,44t
386.0,2023-12-17 02:00:00,12.6,1,27.0,81.0,113.0,44t
387.0,2023-12-17 03:00:00,11.7,1,27.0,82.0,118.0,44t
388.0,2023-12-17 04:00:00,12.7,1,27.0,82.0,112.0,44t
389.0,2023-12-17 05:00:00,15.4,1,27.0,83.0,111.0,44t
390.0,2023-12-17 06:00:00,14.1,1,27.0,85.0,108.0,44t
391.0,2023-12-17 07:00:00,13.8,1,27.0,86.0,110.0,44t
392.0,2023-12-17 08:00:00,15.7,1,29.0,77.0,120.0,44t
393.0,2023-12-17 09:00:00,14.2,1,30.0,67.0,160.0,44t
394.0,2023-12-17 10:00:00,16.1,1,32.0,61.0,135.0,44t
395.0,2023-12-17 11:00:00,14.1,1,31.0,61.0,168.0,44t
396.0,2023-12-17 12:00:00,13.2,1,32.0,55.0,185.0,44t
397.0,2023-12-17 13:00:00,12.4,1,32.0,56.0,186.0,44t
398.0,2023-12-17 14:00:00,10.4,1,32.0,58.0,193.0,44t
399.0,2023-12-17 15:00:00,14.3,1,31.0,61.0,185.0,44t
400.0,2023-12-17 16:00:00,15.8,1,31.0,64.0,205.0,44t
401.0,2023-12-17 17:00:00,11.8,1,29.0,69.0,169.0,44t
402.0,2023-12-17 18:00:00,10.7,1,29.0,71.0,134.0,44t
403.0,2023-12-17 19:00:00,11.6,1,28.0,73.0,146.0,44t
404.0,2023-12-17 20:00:00,13.5,1,28.0,73.0,145.0,44t
405.0,2023-12-17 21:00:00,13.3,1,28.0,74.0,137.0,44t
406.0,2023-12-17 22:00:00,14.0,1,28.0,77.0,137.0,44t
407.0,2023-12-17 23:00:00,13.1,1,27.0,85.0,125.0,44t
408.0,2023-12-18 00:00:00,16.1,1,27.0,83.0,121.0,44t
409.0,2023-12-18 01:00:00,11.2,1,27.0,83.0,117.0,44t
410.0,2023-12-18 02:00:00,9.7,1,27.0,81.0,112.0,44t
411.0,2023-12-18 03:00:00,10.1,1,27.0,82.0,120.0,44t
412.0,2023-12-18 04:00:00,12.5,1,27.0,81.0,119.0,44t
413.0,2023-12-18 05:00:00,13.7,1,27.0,85.0,125.0,44t
414.0,2023-12-18 06:00:00,14.2,1,27.0,85.0,140.0,44t
415.0,2023-12-18 07:00:00,15.2,1,28.0,80.0,125.0,44t
416.0,2023-12-18 08:00:00,12.4,1,29.0,72.0,128.0,44t
417.0,2023-12-18 09:00:00,11.1,1,30.0,65.0,148.0,44t
418.0,2023-12-18 10:00:00,14.4,1,31.0,60.0,153.0,44t
419.0,2023-12-18 11:00:00,12.1,1,32.0,58.0,196.0,44t
420.0,2023-12-18 12:00:00,11.1,0,32.0,55.0,158.0,44t
421.0,2023-12-18 13:00:00,10.1,1,32.0,57.0,164.0,44t
422.0,2023-12-18 14:00:00,11.8,1,31.0,59.0,162.0,44t
423.0,2023-12-18 15:00:00,16.6,1,31.0,60.0,153.0,44t
424.0,2023-12-18 16:00:00,18.4,1,30.0,64.0,187.0,44t
425.0,2023-12-18 17:00:00,14.2,1,29.0,69.0,145.0,44t
426.0,2023-12-18 18:00:00,16.1,1,29.0,72.0,167.0,44t
427.0,2023-12-18 19:00:00,13.4,1,28.0,74.0,172.0,44t
428.0,2023-12-18 20:00:00,15.3,1,28.0,74.0,140.0,44t
429.0,2023-12-18 21:00:00,14.5,1,28.0,75.0,135.0,44t
430.0,2023-12-18 22:00:00,15.5,1,28.0,75.0,141.0,44t
431.0,2023-12-18 23:00:00,14.7,1,28.0,76.0,130.0,44t
432.0,2023-12-19 00:00:00,12.9,1,28.0,78.0,112.0,44t
433.0,2023-12-19 01:00:00,13.2,1,27.0,81.0,107.0,44t
434.0,2023-12-19 02:00:00,16.4,1,26.0,86.0,102.0,44t
435.0,2023-12-19 03:00:00,19.1,0,26.0,90.0,106.0,44t
436.0,2023-12-19 04:00:00,18.6,1,26.0,89.0,114.0,44t
437.0,2023-12-19 05:00:00,13.2,1,26.0,88.0,125.0,44t
438.0,2023-12-19 06:00:00,14.9,1,26.0,92.0,109.0,44t
439.0,2023-12-19 07:00:00,11.5,1,26.0,90.0,111.0,44t
440.0,2023-12-19 08:00:00,16.8,1,28.0,77.0,153.0,44t
441.0,2023-12-19 09:00:00,9.4,1,30.0,72.0,171.0,44t
442.0,2023-12-19 10:00:00,18.4,1,31.0,67.0,205.0,44t
443.0,2023-12-19 11:00:00,13.0,1,32.0,60.0,240.0,44t
444.0,2023-12-19 12:00:00,15.7,1,32.0,58.0,174.0,44t
445.0,2023-12-19 13:00:00,14.8,1,32.0,59.0,195.0,44t
446.0,2023-12-19 14:00:00,16.0,1,31.0,62.0,155.0,44t
447.0,2023-12-19 15:00:00,15.0,2,29.0,72.0,150.0,44t
448.0,2023-12-19 16:00:00,13.6,2,28.0,79.0,130.0,44t
449.0,2023-12-19 17:00:00,14.5,2,28.0,81.0,123.0,44t
450.0,2023-12-19 18:00:00,17.8,1,27.0,84.0,111.0,44t
451.0,2023-12-19 19:00:00,16.5,2,27.0,84.0,119.0,44t
452.0,2023-12-19 20:00:00,14.3,1,26.0,90.0,116.0,44t
453.0,2023-12-19 21:00:00,14.3,1,26.0,91.0,114.0,44t
454.0,2023-12-19 22:00:00,12.5,1,26.0,93.0,108.0,44t
455.0,2023-12-19 23:00:00,13.7,0,26.0,94.0,97.0,44t
456.0,2023-12-20 00:00:00,13.0,1,26.0,94.0,96.0,44t
457.0,2023-12-20 01:00:00,11.8,1,26.0,95.0,105.0,44t
458.0,2023-12-20 02:00:00,12.5,0,25.0,96.0,107.0,44t
459.0,2023-12-20 03:00:00,14.3,1,25.0,96.0,107.0,44t
460.0,2023-12-20 04:00:00,20.7,1,25.0,97.0,109.0,44t
461.0,2023-12-20 05:00:00,16.9,0,25.0,97.0,109.0,44t
462.0,2023-12-20 06:00:00,16.5,0,25.0,97.0,106.0,44t
463.0,2023-12-20 07:00:00,13.6,0,25.0,96.0,106.0,44t
464.0,2023-12-20 08:00:00,15.2,1,26.0,93.0,108.0,44t
465.0,2023-12-20 09:00:00,19.3,1,26.0,95.0,104.0,44t
466.0,2023-12-20 10:00:00,23.2,1,26.0,97.0,109.0,44t
467.0,2023-12-20 11:00:00,15.1,2,27.0,91.0,116.0,44t
468.0,2023-12-20 12:00:00,12.9,2,28.0,85.0,117.0,44t
469.0,2023-12-20 13:00:00,12.8,2,29.0,77.0,124.0,44t
470.0,2023-12-20 14:00:00,10.4,1,30.0,68.0,153.0,44t
471.0,2023-12-20 15:00:00,14.6,1,27.0,83.0,195.0,44t
472.0,2023-12-20 16:00:00,12.4,1,27.0,87.0,114.0,44t
473.0,2023-12-20 17:00:00,17.0,2,27.0,85.0,116.0,44t
474.0,2023-12-20 18:00:00,14.6,1,27.0,89.0,116.0,44t
475.0,2023-12-20 19:00:00,11.9,1,26.0,92.0,111.0,44t
476.0,2023-12-20 20:00:00,12.5,1,26.0,94.0,108.0,44t
477.0,2023-12-20 21:00:00,19.0,1,25.0,95.0,108.0,44t
478.0,2023-12-20 22:00:00,18.0,0,25.0,96.0,106.0,44t
479.0,2023-12-20 23:00:00,19.7,0,25.0,96.0,107.0,44t
480.0,2023-12-21 00:00:00,25.1,0,25.0,97.0,108.0,44t
481.0,2023-12-21 01:00:00,15.4,0,25.0,97.0,110.0,44t
482.0,2023-12-21 02:00:00,12.1,0,25.0,97.0,110.0,44t
483.0,2023-12-21 03:00:00,12.5,0,25.0,96.0,111.0,44t
484.0,2023-12-21 04:00:00,14.7,0,25.0,94.0,101.0,44t
485.0,2023-12-21 05:00:00,14.7,0,25.0,92.0,111.0,44t
486.0,2023-12-21 06:00:00,15.5,0,25.0,94.0,108.0,44t
487.0,2023-12-21 07:00:00,16.5,1,26.0,93.0,114.0,44t
488.0,2023-12-21 08:00:00,18.7,2,28.0,83.0,114.0,44t
489.0,2023-12-21 09:00:00,16.0,2,29.0,80.0,120.0,44t
490.0,2023-12-21 10:00:00,18.1,1,27.0,88.0,136.0,44t
491.0,2023-12-21 11:00:00,19.1,1,25.0,95.0,125.0,44t
492.0,2023-12-21 12:00:00,14.7,1,27.0,85.0,114.0,44t
493.0,2023-12-21 13:00:00,13.8,1,29.0,80.0,116.0,44t
494.0,2023-12-21 14:00:00,11.1,1,30.0,71.0,136.0,44t
495.0,2023-12-21 15:00:00,12.9,2,31.0,65.0,131.0,44t
496.0,2023-12-21 16:00:00,11.4,2,30.0,66.0,133.0,44t
497.0,2023-12-21 17:00:00,15.4,2,29.0,67.0,129.0,44t
498.0,2023-12-21 18:00:00,14.8,1,28.0,74.0,120.0,44t
499.0,2023-12-21 19:00:00,13.3,1,28.0,79.0,115.0,44t
500.0,2023-12-21 20:00:00,15.7,1,27.0,82.0,116.0,44t
501.0,2023-12-21 21:00:00,16.9,2,27.0,79.0,123.0,44t
502.0,2023-12-21 22:00:00,17.0,1,27.0,80.0,120.0,44t
503.0,2023-12-21 23:00:00,15.6,1,27.0,77.0,118.0,44t
504.0,2023-12-22 00:00:00,14.3,1,27.0,77.0,114.0,44t
505.0,2023-12-22 01:00:00,11.7,0,26.0,84.0,108.0,44t
506.0,2023-12-22 02:00:00,11.3,0,26.0,86.0,106.0,44t
507.0,2023-12-22 03:00:00,13.7,0,26.0,87.0,107.0,44t
508.0,2023-12-22 04:00:00,14.9,0,25.0,89.0,106.0,44t
509.0,2023-12-22 05:00:00,19.1,0,25.0,92.0,105.0,44t
510.0,2023-12-22 06:00:00,17.8,0,25.0,93.0,107.0,44t
511.0,2023-12-22 07:00:00,20.5,1,26.0,89.0,112.0,44t
512.0,2023-12-22 08:00:00,20.3,2,28.0,79.0,127.0,44t
513.0,2023-12-22 09:00:00,14.6,1,28.0,79.0,159.0,44t
514.0,2023-12-22 10:00:00,15.8,1,29.0,71.0,197.0,44t
515.0,2023-12-22 11:00:00,16.6,1,30.0,65.0,222.0,44t
516.0,2023-12-22 12:00:00,13.4,2,30.0,61.0,234.0,44t
517.0,2023-12-22 13:00:00,11.9,2,30.0,62.0,238.0,44t
518.0,2023-12-22 14:00:00,12.8,2,30.0,65.0,231.0,44t
519.0,2023-12-22 15:00:00,14.9,2,30.0,64.0,238.0,44t
520.0,2023-12-22 16:00:00,15.0,2,29.0,66.0,238.0,44t
521.0,2023-12-22 17:00:00,14.8,1,28.0,70.0,230.0,44t
522.0,2023-12-22 18:00:00,15.7,1,28.0,72.0,183.0,44t
523.0,2023-12-22 19:00:00,12.9,1,28.0,73.0,159.0,44t
524.0,2023-12-22 20:00:00,13.9,1,28.0,74.0,136.0,44t
525.0,2023-12-22 21:00:00,17.3,1,28.0,74.0,128.0,44t
526.0,2023-12-22 22:00:00,15.3,1,28.0,73.0,132.0,44t
527.0,2023-12-22 23:00:00,11.9,1,27.0,76.0,127.0,44t
528.0,2023-12-23 00:00:00,13.9,2,27.0,76.0,125.0,44t
529.0,2023-12-23 01:00:00,10.7,2,27.0,74.0,135.0,44t
530.0,2023-12-23 02:00:00,9.7,2,27.0,72.0,135.0,44t
531.0,2023-12-23 03:00:00,12.1,2,27.0,75.0,135.0,44t
532.0,2023-12-23 04:00:00,14.1,2,27.0,75.0,131.0,44t
533.0,2023-12-23 05:00:00,15.2,2,27.0,78.0,128.0,44t
534.0,2023-12-23 06:00:00,14.3,2,27.0,81.0,124.0,44t
535.0,2023-12-23 07:00:00,16.2,1,26.0,86.0,139.0,44t
536.0,2023-12-23 08:00:00,12.2,2,26.0,88.0,128.0,44t
537.0,2023-12-23 09:00:00,14.2,1,27.0,80.0,127.0,44t
538.0,2023-12-23 10:00:00,17.6,1,28.0,70.0,140.0,44t
539.0,2023-12-23 11:00:00,16.0,1,29.0,65.0,184.0,44t
540.0,2023-12-23 12:00:00,15.4,2,27.0,88.0,142.0,44t
541.0,2023-12-23 13:00:00,22.7,2,27.0,82.0,139.0,44t
542.0,2023-12-23 14:00:00,21.9,2,27.0,80.0,140.0,44t
543.0,2023-12-23 15:00:00,16.0,2,27.0,78.0,129.0,44t
544.0,2023-12-23 16:00:00,19.7,2,26.0,88.0,131.0,44t
545.0,2023-12-23 17:00:00,15.0,2,25.0,92.0,128.0,44t
546.0,2023-12-23 18:00:00,19.7,2,25.0,90.0,125.0,44t
547.0,2023-12-23 19:00:00,13.3,2,26.0,86.0,129.0,44t
548.0,2023-12-23 20:00:00,12.1,1,26.0,82.0,148.0,44t
549.0,2023-12-23 21:00:00,13.5,2,26.0,84.0,132.0,44t
550.0,2023-12-23 22:00:00,12.8,1,26.0,82.0,215.0,44t
551.0,2023-12-23 23:00:00,11.6,1,26.0,89.0,133.0,44t
552.0,2023-12-24 00:00:00,12.6,1,26.0,90.0,133.0,44t
553.0,2023-12-24 01:00:00,14.1,1,26.0,91.0,133.0,44t
554.0,2023-12-24 02:00:00,15.3,0,26.0,90.0,143.0,44t
555.0,2023-12-24 03:00:00,12.5,1,25.0,95.0,147.0,44t
556.0,2023-12-24 04:00:00,12.9,1,26.0,89.0,134.0,44t
557.0,2023-12-24 05:00:00,16.8,1,26.0,90.0,140.0,44t
558.0,2023-12-24 06:00:00,14.1,1,25.0,92.0,175.0,44t
559.0,2023-12-24 07:00:00,12.4,2,25.0,96.0,142.0,44t
560.0,2023-12-24 08:00:00,12.3,1,26.0,89.0,143.0,44t
561.0,2023-12-24 09:00:00,14.1,1,26.0,82.0,164.0,44t
562.0,2023-12-24 10:00:00,18.4,1,27.0,80.0,197.0,44t
563.0,2023-12-24 11:00:00,19.4,1,26.0,88.0,221.0,44t
564.0,2023-12-24 12:00:00,16.3,1,27.0,84.0,161.0,44t
565.0,2023-12-24 13:00:00,13.7,1,27.0,80.0,182.0,44t
566.0,2023-12-24 14:00:00,12.2,1,27.0,82.0,150.0,44t
567.0,2023-12-24 15:00:00,11.3,1,27.0,85.0,209.0,44t
568.0,2023-12-24 16:00:00,17.0,2,27.0,82.0,232.0,44t
569.0,2023-12-24 17:00:00,16.3,1,26.0,89.0,176.0,44t
570.0,2023-12-24 18:00:00,13.4,2,27.0,86.0,233.0,44t
571.0,2023-12-24 19:00:00,11.1,1,27.0,84.0,203.0,44t
572.0,2023-12-24 20:00:00,11.1,2,27.0,83.0,243.0,44t
573.0,2023-12-24 21:00:00,16.8,2,27.0,84.0,244.0,44t
574.0,2023-12-24 22:00:00,15.6,2,25.0,96.0,245.0,44t
575.0,2023-12-24 23:00:00,11.5,3,25.0,95.0,243.0,44t
576.0,2023-12-25 00:00:00,10.1,3,26.0,94.0,242.0,44t
577.0,2023-12-25 01:00:00,7.5,2,26.0,88.0,240.0,44t
578.0,2023-12-25 02:00:00,12.6,1,26.0,86.0,210.0,44t
579.0,2023-12-25 03:00:00,11.8,1,26.0,87.0,217.0,44t
580.0,2023-12-25 04:00:00,12.0,2,26.0,86.0,230.0,44t
581.0,2023-12-25 05:00:00,11.1,1,26.0,86.0,214.0,44t
582.0,2023-12-25 06:00:00,9.2,2,26.0,87.0,241.0,44t
583.0,2023-12-25 07:00:00,12.7,1,26.0,90.0,223.0,44t
584.0,2023-12-25 08:00:00,8.3,1,26.0,88.0,207.0,44t
585.0,2023-12-25 09:00:00,9.8,1,26.0,86.0,215.0,44t
586.0,2023-12-25 10:00:00,12.7,1,26.0,92.0,141.0,44t
587.0,2023-12-25 11:00:00,14.0,1,25.0,99.0,168.0,44t
588.0,2023-12-25 12:00:00,9.0,1,25.0,94.0,135.0,44t
589.0,2023-12-25 13:00:00,10.1,1,26.0,91.0,216.0,44t
590.0,2023-12-25 14:00:00,10.3,1,26.0,87.0,209.0,44t
591.0,2023-12-25 15:00:00,13.4,1,27.0,84.0,204.0,44t
592.0,2023-12-25 16:00:00,14.0,1,27.0,80.0,214.0,44t
593.0,2023-12-25 17:00:00,16.2,1,27.0,77.0,177.0,44t
594.0,2023-12-25 18:00:00,14.1,1,27.0,75.0,201.0,44t
595.0,2023-12-25 19:00:00,13.3,1,27.0,77.0,180.0,44t
596.0,2023-12-25 20:00:00,13.3,1,27.0,77.0,127.0,44t
597.0,2023-12-25 21:00:00,14.9,1,27.0,76.0,126.0,44t
598.0,2023-12-25 22:00:00,16.3,1,27.0,76.0,122.0,44t
599.0,2023-12-25 23:00:00,13.1,1,27.0,74.0,130.0,44t
600.0,2023-12-26 00:00:00,11.3,1,27.0,74.0,148.0,44t
601.0,2023-12-26 01:00:00,12.0,1,27.0,76.0,132.0,44t
602.0,2023-12-26 02:00:00,13.2,1,26.0,85.0,133.0,44t
603.0,2023-12-26 03:00:00,11.2,1,25.0,88.0,184.0,44t
604.0,2023-12-26 04:00:00,10.9,1,25.0,88.0,126.0,44t
605.0,2023-12-26 05:00:00,12.4,1,25.0,94.0,117.0,44t
606.0,2023-12-26 06:00:00,9.7,0,25.0,96.0,112.0,44t
607.0,2023-12-26 07:00:00,10.8,0,25.0,97.0,107.0,44t
608.0,2023-12-26 08:00:00,17.7,1,25.0,96.0,96.0,44t
609.0,2023-12-26 09:00:00,20.1,0,25.0,96.0,103.0,44t
610.0,2023-12-26 10:00:00,24.1,0,25.0,95.0,124.0,44t
611.0,2023-12-26 11:00:00,23.6,2,26.0,88.0,126.0,44t
612.0,2023-12-26 12:00:00,21.2,1,28.0,77.0,134.0,44t
613.0,2023-12-26 13:00:00,18.1,1,28.0,71.0,216.0,44t
614.0,2023-12-26 14:00:00,16.5,1,29.0,69.0,215.0,44t
615.0,2023-12-26 15:00:00,17.5,1,28.0,71.0,184.0,44t
616.0,2023-12-26 16:00:00,20.0,1,28.0,74.0,130.0,44t
617.0,2023-12-26 17:00:00,23.4,1,27.0,77.0,126.0,44t
618.0,2023-12-26 18:00:00,20.7,1,26.0,84.0,122.0,44t
619.0,2023-12-26 19:00:00,19.8,2,26.0,84.0,122.0,44t
620.0,2023-12-26 20:00:00,21.6,2,27.0,80.0,127.0,44t
621.0,2023-12-26 21:00:00,20.6,1,27.0,79.0,118.0,44t
622.0,2023-12-26 22:00:00,19.7,1,27.0,80.0,117.0,44t
623.0,2023-12-26 23:00:00,17.0,1,27.0,72.0,156.0,44t
624.0,2023-12-27 00:00:00,15.1,1,27.0,72.0,138.0,44t
625.0,2023-12-27 01:00:00,14.5,1,27.0,75.0,119.0,44t
626.0,2023-12-27 02:00:00,13.6,1,27.0,76.0,129.0,44t
627.0,2023-12-27 03:00:00,16.6,1,27.0,77.0,114.0,44t
628.0,2023-12-27 04:00:00,17.4,1,26.0,78.0,115.0,44t
629.0,2023-12-27 05:00:00,16.1,1,26.0,78.0,116.0,44t
630.0,2023-12-27 06:00:00,16.6,1,26.0,80.0,119.0,44t
631.0,2023-12-27 07:00:00,15.6,1,27.0,78.0,124.0,44t
632.0,2023-12-27 08:00:00,14.8,1,27.0,76.0,127.0,44t
633.0,2023-12-27 09:00:00,15.0,1,28.0,72.0,132.0,44t
634.0,2023-12-27 10:00:00,16.6,1,29.0,67.0,137.0,44t
635.0,2023-12-27 11:00:00,16.9,1,30.0,64.0,145.0,44t
636.0,2023-12-27 12:00:00,17.7,1,30.0,64.0,160.0,44t
637.0,2023-12-27 13:00:00,19.2,1,30.0,65.0,170.0,44t
638.0,2023-12-27 14:00:00,16.8,1,30.0,67.0,172.0,44t
639.0,2023-12-27 15:00:00,22.6,1,27.0,83.0,190.0,44t
640.0,2023-12-27 16:00:00,14.8,2,27.0,78.0,239.0,44t
641.0,2023-12-27 17:00:00,18.1,1,28.0,74.0,229.0,44t
642.0,2023-12-27 18:00:00,19.6,1,28.0,76.0,222.0,44t
643.0,2023-12-27 19:00:00,18.4,1,27.0,77.0,174.0,44t
644.0,2023-12-27 20:00:00,18.5,1,27.0,78.0,118.0,44t
645.0,2023-12-27 21:00:00,18.7,1,27.0,78.0,141.0,44t
646.0,2023-12-27 22:00:00,19.8,1,27.0,78.0,140.0,44t
647.0,2023-12-27 23:00:00,19.9,2,27.0,80.0,122.0,44t
648.0,2023-12-28 00:00:00,18.2,1,27.0,80.0,121.0,44t
649.0,2023-12-28 01:00:00,15.3,1,27.0,80.0,131.0,44t
650.0,2023-12-28 02:00:00,15.7,1,27.0,83.0,118.0,44t
651.0,2023-12-28 03:00:00,19.5,1,27.0,82.0,130.0,44t
652.0,2023-12-28 04:00:00,16.1,1,27.0,83.0,118.0,44t
653.0,2023-12-28 05:00:00,22.6,1,27.0,83.0,115.0,44t
654.0,2023-12-28 06:00:00,17.9,1,26.0,84.0,114.0,44t
655.0,2023-12-28 07:00:00,16.1,1,27.0,86.0,114.0,44t
656.0,2023-12-28 08:00:00,18.6,1,27.0,84.0,131.0,44t
657.0,2023-12-28 09:00:00,17.5,2,27.0,82.0,241.0,44t
658.0,2023-12-28 10:00:00,14.4,1,29.0,68.0,213.0,44t
659.0,2023-12-28 11:00:00,17.8,1,30.0,65.0,203.0,44t
660.0,2023-12-28 12:00:00,13.7,2,30.0,65.0,232.0,44t
661.0,2023-12-28 13:00:00,12.8,1,30.0,65.0,206.0,44t
662.0,2023-12-28 14:00:00,10.2,2,30.0,65.0,242.0,44t
663.0,2023-12-28 15:00:00,9.6,2,30.0,68.0,242.0,44t
664.0,2023-12-28 16:00:00,13.8,1,29.0,71.0,240.0,44t
665.0,2023-12-28 17:00:00,17.8,1,28.0,76.0,149.0,44t
666.0,2023-12-28 18:00:00,14.1,1,28.0,75.0,142.0,44t
667.0,2023-12-28 19:00:00,17.1,1,28.0,76.0,170.0,44t
668.0,2023-12-28 20:00:00,15.1,2,28.0,76.0,237.0,44t
669.0,2023-12-28 21:00:00,13.6,1,28.0,77.0,208.0,44t
670.0,2023-12-28 22:00:00,13.5,1,28.0,77.0,189.0,44t
671.0,2023-12-28 23:00:00,16.4,1,28.0,78.0,200.0,44t
672.0,2023-12-29 00:00:00,13.6,1,27.0,83.0,213.0,44t
673.0,2023-12-29 01:00:00,10.5,1,27.0,83.0,222.0,44t
674.0,2023-12-29 02:00:00,9.8,1,26.0,92.0,205.0,44t
675.0,2023-12-29 03:00:00,10.1,2,27.0,87.0,227.0,44t
676.0,2023-12-29 04:00:00,13.2,2,27.0,85.0,233.0,44t
677.0,2023-12-29 05:00:00,11.9,1,27.0,84.0,221.0,44t
678.0,2023-12-29 06:00:00,13.4,1,27.0,84.0,219.0,44t
679.0,2023-12-29 07:00:00,12.1,1,27.0,83.0,222.0,44t
680.0,2023-12-29 08:00:00,11.1,1,27.0,84.0,210.0,44t
681.0,2023-12-29 09:00:00,11.8,1,28.0,84.0,217.0,44t
682.0,2023-12-29 10:00:00,9.4,1,29.0,75.0,210.0,44t
683.0,2023-12-29 11:00:00,11.2,2,29.0,80.0,231.0,44t
684.0,2023-12-29 12:00:00,18.4,2,29.0,79.0,232.0,44t
685.0,2023-12-29 13:00:00,13.3,2,29.0,75.0,237.0,44t
686.0,2023-12-29 14:00:00,12.2,1,29.0,72.0,220.0,44t
687.0,2023-12-29 15:00:00,12.1,1,29.0,76.0,223.0,44t
688.0,2023-12-29 16:00:00,13.2,2,28.0,80.0,229.0,44t
689.0,2023-12-29 17:00:00,14.4,1,27.0,83.0,225.0,44t
690.0,2023-12-29 18:00:00,18.2,1,27.0,82.0,215.0,44t
691.0,2023-12-29 19:00:00,14.4,1,28.0,79.0,198.0,44t
692.0,2023-12-29 20:00:00,13.2,1,28.0,79.0,186.0,44t
693.0,2023-12-29 21:00:00,15.2,1,27.0,79.0,136.0,44t
694.0,2023-12-29 22:00:00,14.8,1,27.0,80.0,130.0,44t
695.0,2023-12-29 23:00:00,14.1,1,27.0,80.0,127.0,44t
696.0,2023-12-30 00:00:00,16.8,1,27.0,84.0,116.0,44t
697.0,2023-12-30 01:00:00,12.0,1,27.0,86.0,128.0,44t
698.0,2023-12-30 02:00:00,10.9,1,27.0,85.0,178.0,44t
699.0,2023-12-30 03:00:00,10.3,1,27.0,83.0,144.0,44t
700.0,2023-12-30 04:00:00,11.3,1,27.0,83.0,128.0,44t
701.0,2023-12-30 05:00:00,13.9,1,27.0,81.0,149.0,44t
702.0,2023-12-30 06:00:00,12.9,1,27.0,82.0,154.0,44t
703.0,2023-12-30 07:00:00,8.2,1,27.0,86.0,134.0,44t
704.0,2023-12-30 08:00:00,12.6,1,27.0,80.0,229.0,44t
705.0,2023-12-30 09:00:00,12.6,1,29.0,75.0,139.0,44t
706.0,2023-12-30 10:00:00,10.9,1,29.0,74.0,187.0,44t
707.0,2023-12-30 11:00:00,14.1,1,30.0,68.0,175.0,44t
708.0,2023-12-30 12:00:00,14.0,1,30.0,66.0,167.0,44t
709.0,2023-12-30 13:00:00,15.2,1,31.0,63.0,194.0,44t
710.0,2023-12-30 14:00:00,14.5,1,31.0,61.0,164.0,44t
711.0,2023-12-30 15:00:00,16.4,1,31.0,63.0,197.0,44t
712.0,2023-12-30 16:00:00,15.2,1,30.0,65.0,209.0,44t
713.0,2023-12-30 17:00:00,18.1,1,29.0,71.0,209.0,44t
714.0,2023-12-30 18:00:00,19.6,1,28.0,76.0,184.0,44t
715.0,2023-12-30 19:00:00,17.8,1,28.0,78.0,157.0,44t
716.0,2023-12-30 20:00:00,14.5,1,28.0,78.0,133.0,44t
717.0,2023-12-30 21:00:00,16.9,1,28.0,79.0,118.0,44t
718.0,2023-12-30 22:00:00,14.1,1,28.0,79.0,115.0,44t
719.0,2023-12-30 23:00:00,13.3,1,27.0,79.0,119.0,44t
720.0,2023-12-31 00:00:00,13.9,1,27.0,81.0,114.0,44t
721.0,2023-12-31 01:00:00,18.0,1,27.0,84.0,112.0,44t
722.0,2023-12-31 02:00:00,16.4,1,26.0,89.0,109.0,44t
723.0,2023-12-31 03:00:00,14.0,1,26.0,87.0,112.0,44t
724.0,2023-12-31 04:00:00,13.1,1,27.0,82.0,113.0,44t
725.0,2023-12-31 05:00:00,12.6,1,26.0,85.0,108.0,44t
726.0,2023-12-31 06:00:00,13.4,0,26.0,87.0,108.0,44t
727.0,2023-12-31 07:00:00,12.9,1,27.0,81.0,114.0,44t
