,DATETIMEDATA,PM25,RAIN,PM10,O3,CO,NO2,SO2,WD,WS,TEMP,RH,BP
550,2024-02-21 22:00:00,16.4,0,,29.0,,,,109,1,28,75,760
551,2024-02-21 23:00:00,11.4,0,,20.0,,,,107,1,28,76,760
552,2024-02-22 00:00:00,17.5,0,,19.0,,,,106,1,28,76,759
553,2024-02-22 01:00:00,17.0,0,,17.0,,,,108,1,27,78,759
554,2024-02-22 02:00:00,15.6,0,,14.0,,,,106,0,27,81,758
555,2024-02-22 03:00:00,13.4,0,,12.0,,,,114,0,26,83,758
556,2024-02-22 04:00:00,11.8,0,,7.0,,,,109,0,26,86,758
557,2024-02-22 05:00:00,20.1,0,,11.0,,,,101,1,26,83,758
558,2024-02-22 06:00:00,20.5,0,,3.0,,,,105,0,26,85,759
559,2024-02-22 07:00:00,25.9,0,,4.0,,,,103,1,26,84,759
560,2024-02-22 08:00:00,25.4,0,,21.0,,,,118,1,29,69,760
561,2024-02-22 09:00:00,15.2,0,,25.0,,,,108,1,31,60,760
562,2024-02-22 10:00:00,12.9,0,,27.0,,,,134,1,31,56,760
563,2024-02-22 11:00:00,13.2,0,,27.0,,,,136,1,33,51,760
564,2024-02-22 12:00:00,10.0,0,,,,,,138,1,33,48,759
565,2024-02-22 13:00:00,11.2,0,,24.0,,,,144,1,33,46,759
566,2024-02-22 14:00:00,8.5,0,,24.0,,,,170,1,33,45,758
567,2024-02-22 15:00:00,8.6,0,,22.0,,,,156,1,33,45,758
568,2024-02-22 16:00:00,7.9,0,,22.0,,,,138,2,33,49,757
569,2024-02-22 17:00:00,9.7,0,,21.0,,,,156,1,31,55,758
570,2024-02-22 18:00:00,10.3,0,,20.0,,,,157,1,29,64,758
571,2024-02-22 19:00:00,11.2,0,,19.0,,,,118,1,29,68,759
572,2024-02-22 20:00:00,12.0,0,,21.0,,,,118,2,28,69,759
573,2024-02-22 21:00:00,12.5,0,,22.0,,,,110,1,28,70,760
574,2024-02-22 22:00:00,9.8,0,,28.0,,,,109,1,28,72,760
575,2024-02-22 23:00:00,9.3,0,,20.0,,,,107,1,28,74,760
576,2024-02-23 00:00:00,10.5,0,,15.0,,,,106,1,27,76,760
577,2024-02-23 01:00:00,12.6,0,,10.0,,,,107,1,27,79,759
578,2024-02-23 02:00:00,16.2,0,,10.0,,,,106,1,26,82,759
579,2024-02-23 03:00:00,14.8,0,,9.0,,,,105,0,26,84,759
580,2024-02-23 04:00:00,16.9,0,,8.0,,,,105,0,26,85,759
581,2024-02-23 05:00:00,16.1,0,,5.0,,,,106,1,25,87,759
582,2024-02-23 06:00:00,21.7,0,,2.0,,,,105,0,25,88,759
583,2024-02-23 07:00:00,23.0,0,,5.0,,,,102,0,26,83,760
584,2024-02-23 08:00:00,,0,,,,,,113,1,28,71,760
585,2024-02-23 09:00:00,,0,,,,,,131,1,30,63,760
586,2024-02-23 10:00:00,12.1,0,,,,,,159,1,31,56,760
587,2024-02-23 11:00:00,10.1,0,,,,,,164,1,32,52,760
588,2024-02-23 12:00:00,7.3,0,,,,,,171,1,32,50,760
589,2024-02-23 13:00:00,6.9,0,,,,,,176,1,33,49,759
590,2024-02-23 14:00:00,5.3,0,,,,,,175,1,33,48,758
591,2024-02-23 15:00:00,5.6,0,,,,,,185,1,33,50,758
592,2024-02-23 16:00:00,8.6,0,,,,,,192,1,32,52,758
593,2024-02-23 17:00:00,10.0,0,,,,,,189,1,31,53,758
594,2024-02-23 18:00:00,12.1,0,,,,,,136,1,30,62,758
595,2024-02-23 19:00:00,10.4,0,,,,,,131,1,29,68,759
596,2024-02-23 20:00:00,15.6,0,,,,,,112,1,28,71,759
597,2024-02-23 21:00:00,18.3,0,,,,,,113,1,28,73,759
598,2024-02-23 22:00:00,12.4,0,,,,,,111,1,28,75,760
599,2024-02-23 23:00:00,10.2,0,,,,,,115,1,28,75,759
600,2024-02-24 00:00:00,12.6,0,,,,,,109,1,27,76,759
601,2024-02-24 01:00:00,10.0,0,,,,,,117,1,27,75,759
602,2024-02-24 02:00:00,11.4,0,,,,,,119,1,27,73,758
603,2024-02-24 03:00:00,7.2,0,,,,,,110,1,27,76,758
604,2024-02-24 04:00:00,8.8,0,,,,,,106,1,27,77,758
605,2024-02-24 05:00:00,11.1,0,,,,,,103,1,27,76,759
606,2024-02-24 06:00:00,18.9,0,,,,,,103,1,26,78,759
607,2024-02-24 07:00:00,15.0,0,,,,,,92,1,27,75,760
608,2024-02-24 08:00:00,10.3,0,,,,,,115,1,29,67,760
609,2024-02-24 09:00:00,13.7,0,,,,,,115,1,31,58,760
610,2024-02-24 10:00:00,11.7,0,,,,,,125,1,31,54,760
611,2024-02-24 11:00:00,10.2,0,,,,,,161,1,32,47,760
612,2024-02-24 12:00:00,8.2,0,,,,,,139,1,33,47,759
613,2024-02-24 13:00:00,9.2,0,,,,,,152,1,33,46,759
614,2024-02-24 14:00:00,6.8,0,,,,,,149,1,33,48,758
615,2024-02-24 15:00:00,6.4,0,,,,,,166,1,33,48,757
616,2024-02-24 16:00:00,12.4,0,,,,,,159,1,32,51,757
617,2024-02-24 17:00:00,10.9,0,,,,,,179,1,31,54,757
618,2024-02-24 18:00:00,14.0,0,,,,,,190,1,30,61,757
619,2024-02-24 19:00:00,17.5,0,,,,,,154,1,29,68,758
620,2024-02-24 20:00:00,16.1,0,,,,,,132,2,28,69,759
621,2024-02-24 21:00:00,12.7,0,,,,,,121,1,28,71,759
622,2024-02-24 22:00:00,11.1,0,,,,,,118,2,28,74,759
623,2024-02-24 23:00:00,17.0,0,,,,,,114,1,28,72,759
624,2024-02-25 00:00:00,13.3,0,,,,,,123,1,28,72,759
625,2024-02-25 01:00:00,10.5,0,,,,,,135,1,27,73,758
626,2024-02-25 02:00:00,10.8,0,,,,,,144,1,27,74,758
627,2024-02-25 03:00:00,7.1,0,,,,,,92,1,27,75,758
628,2024-02-25 04:00:00,10.0,0,,,,,,97,1,26,77,758
629,2024-02-25 05:00:00,13.3,0,,,,,,100,1,26,77,758
630,2024-02-25 06:00:00,16.3,0,,,,,,97,1,26,78,758
631,2024-02-25 07:00:00,13.2,0,,,,,,100,1,27,75,759
632,2024-02-25 08:00:00,13.7,0,,,,,,92,1,29,65,759
633,2024-02-25 09:00:00,10.5,0,,,,,,111,1,31,59,760
634,2024-02-25 10:00:00,12.4,0,,,,,,135,1,32,54,760
635,2024-02-25 11:00:00,17.8,0,,,,,,138,1,33,48,759
636,2024-02-25 12:00:00,15.7,0,,,,,,185,1,34,44,759
637,2024-02-25 13:00:00,12.0,0,,,,,,172,1,33,51,758
638,2024-02-25 14:00:00,13.6,0,,,,,,159,1,33,52,758
639,2024-02-25 15:00:00,17.5,0,,,,,,155,1,33,54,757
640,2024-02-25 16:00:00,20.0,0,,,,,,153,2,32,58,757
641,2024-02-25 17:00:00,20.4,0,,,,,,156,2,31,61,757
642,2024-02-25 18:00:00,22.6,0,,,,,,144,1,29,67,757
643,2024-02-25 19:00:00,26.2,0,,,,,,126,2,29,69,758
644,2024-02-25 20:00:00,25.4,0,,,,,,185,1,29,72,759
645,2024-02-25 21:00:00,19.1,0,,,,,,142,1,28,72,759
646,2024-02-25 22:00:00,21.2,0,,,,,,140,1,28,68,759
647,2024-02-25 23:00:00,17.7,0,,,,,,113,1,28,70,760
648,2024-02-26 00:00:00,18.1,0,,,,,,120,1,28,72,759
649,2024-02-26 01:00:00,15.2,0,,,,,,124,1,28,74,759
650,2024-02-26 02:00:00,14.8,0,,,,,,125,1,27,74,758
651,2024-02-26 03:00:00,12.9,0,,,,,,122,1,27,74,758
652,2024-02-26 04:00:00,17.3,0,,,,,,123,1,27,75,758
653,2024-02-26 05:00:00,15.6,0,,,,,,122,1,27,75,758
654,2024-02-26 06:00:00,27.4,0,,,,,,115,1,27,76,758
655,2024-02-26 07:00:00,27.3,0,,,,,,121,1,28,73,759
656,2024-02-26 08:00:00,19.2,0,,,,,,117,1,29,68,759
657,2024-02-26 09:00:00,22.5,0,,,,,,135,1,30,63,760
658,2024-02-26 10:00:00,22.4,0,,,,,,200,1,32,55,760
659,2024-02-26 11:00:00,18.9,0,,,,,,158,1,32,52,759
660,2024-02-26 12:00:00,20.0,0,,,,,,221,1,33,49,759
661,2024-02-26 13:00:00,18.3,0,,,,,,171,1,33,45,758
662,2024-02-26 14:00:00,17.8,0,,,,,,201,1,33,47,758
663,2024-02-26 15:00:00,19.8,0,,,,,,153,1,33,51,757
664,2024-02-26 16:00:00,18.3,0,,,,,,163,1,32,54,757
665,2024-02-26 17:00:00,16.8,0,,,,,,187,1,31,56,757
666,2024-02-26 18:00:00,22.9,0,,,,,,158,1,30,63,757
667,2024-02-26 19:00:00,19.8,0,,,,,,170,1,29,69,757
668,2024-02-26 20:00:00,20.2,0,,,,,,191,1,29,72,758
669,2024-02-26 21:00:00,16.0,0,,,,,,139,1,28,72,758
670,2024-02-26 22:00:00,18.7,0,,,,,,119,1,28,72,758
671,2024-02-26 23:00:00,16.6,0,,,,,,116,1,28,72,758
672,2024-02-27 00:00:00,14.1,0,,,,,,102,1,28,72,758
673,2024-02-27 01:00:00,17.2,0,,,,,,96,1,28,73,758
674,2024-02-27 02:00:00,11.5,0,,,,,,114,1,28,74,758
675,2024-02-27 03:00:00,9.7,0,,,,,,94,1,27,75,758
676,2024-02-27 04:00:00,12.4,0,,,,,,95,1,27,77,758
677,2024-02-27 05:00:00,18.8,0,,,,,,114,1,27,77,758
678,2024-02-27 06:00:00,24.7,0,,,,,,103,1,27,77,758
679,2024-02-27 07:00:00,17.7,0,,,,,,108,1,27,75,759
680,2024-02-27 08:00:00,20.6,0,,,,,,96,1,29,67,759
681,2024-02-27 09:00:00,18.4,0,,,,,,119,1,30,62,760
682,2024-02-27 10:00:00,,0,,0.0,,,,162,1,32,52,760
683,2024-02-27 11:00:00,,0,,5.0,,,,149,1,32,51,759
684,2024-02-27 12:00:00,15.3,0,,13.0,,,,188,1,33,49,759
685,2024-02-27 13:00:00,12.3,0,,2.0,,,,168,1,33,48,758
686,2024-02-27 14:00:00,10.2,0,,21.0,,,,186,1,33,49,757
687,2024-02-27 15:00:00,18.1,0,,23.0,,,,190,1,32,51,757
688,2024-02-27 16:00:00,13.5,0,,0.0,,,,181,1,32,56,756
689,2024-02-27 17:00:00,12.1,0,,,,,,197,1,30,61,757
690,2024-02-27 18:00:00,15.3,0,,3.0,,,,178,1,29,66,757
691,2024-02-27 19:00:00,21.7,0,,9.0,,,,162,1,29,67,757
692,2024-02-27 20:00:00,17.5,0,,1.0,,,,134,1,29,68,758
693,2024-02-27 21:00:00,21.1,0,,0.0,,,,140,1,29,69,758
694,2024-02-27 22:00:00,23.2,0,,0.0,,,,111,1,29,70,758
695,2024-02-27 23:00:00,16.2,0,,8.0,,,,120,1,28,71,758
696,2024-02-28 00:00:00,18.3,0,,9.0,,,,119,1,28,72,758
697,2024-02-28 01:00:00,14.5,0,,19.0,,,,140,1,28,74,758
698,2024-02-28 02:00:00,12.4,0,,20.0,,,,117,1,28,74,757
699,2024-02-28 03:00:00,11.7,0,,21.0,,,,115,1,28,74,757
700,2024-02-28 04:00:00,17.8,0,,17.0,,,,108,1,27,74,757
701,2024-02-28 05:00:00,18.0,0,,0.0,,,,83,1,27,75,757
702,2024-02-28 06:00:00,18.9,0,,0.0,,,,96,1,27,76,757
703,2024-02-28 07:00:00,19.8,0,,6.0,,,,85,1,28,73,758
704,2024-02-28 08:00:00,19.0,0,,2.0,,,,117,1,29,67,758
705,2024-02-28 09:00:00,18.9,0,,0.0,,,,124,1,31,58,759
706,2024-02-28 10:00:00,18.0,0,,3.0,,,,181,1,32,52,758
707,2024-02-28 11:00:00,16.1,0,,1.0,,,,204,1,33,50,758
708,2024-02-28 12:00:00,13.2,0,,13.0,,,,189,1,33,48,757
709,2024-02-28 13:00:00,15.1,0,,10.0,,,,194,1,34,47,757
710,2024-02-28 14:00:00,14.3,0,,4.0,,,,188,1,33,50,756
711,2024-02-28 15:00:00,16.3,0,,18.0,,,,198,1,33,52,756
712,2024-02-28 16:00:00,16.0,0,,5.0,,,,179,1,32,53,756
713,2024-02-28 17:00:00,23.1,0,,0.0,,,,209,1,31,57,756
714,2024-02-28 18:00:00,27.7,0,,,,,,216,1,29,61,757
715,2024-02-28 19:00:00,23.6,0,,0.0,,,,184,1,29,64,757
716,2024-02-28 20:00:00,25.2,0,,0.0,,,,183,1,29,64,758
717,2024-02-28 21:00:00,23.2,0,,1.0,,,,159,1,29,64,758
718,2024-02-28 22:00:00,24.7,0,,3.0,,,,134,1,28,65,758
719,2024-02-28 23:00:00,19.8,0,,6.0,,,,94,1,28,65,758
720,2024-02-29 00:00:00,18.5,0,,3.0,,,,91,1,28,66,758
721,2024-02-29 01:00:00,16.1,0,,24.0,,,,96,1,27,68,758
722,2024-02-29 02:00:00,16.0,0,,24.0,,,,108,1,27,68,758
723,2024-02-29 03:00:00,15.4,0,,26.0,,,,98,1,27,68,757
724,2024-02-29 04:00:00,17.8,0,,19.0,,,,100,1,27,70,757
725,2024-02-29 05:00:00,22.5,0,,3.0,,,,106,1,26,71,757
726,2024-02-29 06:00:00,21.9,0,,12.0,,,,111,1,26,73,757
727,2024-02-29 07:00:00,23.2,0,,2.0,,,,109,1,26,74,758
728,2024-02-29 08:00:00,24.5,0,,2.0,,,,114,1,29,64,759
